car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Toyota Fortuner 2.8 4x2,₹ 6.11 Lakh,"119,237 km",CNG,Pune,2016
Tata Tiago XT,₹ 7.68 Lakh,"45,972 km",Diesel,Kolkata,2023
Tata Tiago XT,₹ 1.20 Lakh,"179,078 km",CNG,Thane,2013
Kia Sonet GTX,₹ 3.72 Lakh,"146,514 km",CNG,Delhi,2014
BMW X1 sDrive20d,₹ 36.60 Lakh,"134,565 km",Petrol,Hyderabad,2016
Audi Q3 Premium,₹ 35.03 Lakh,"74,836 km",Diesel,Hyderabad,2020
Audi A4 35 TDI,₹ 36.72 Lakh,"46,848 km",Diesel,Mumbai,2022
Mahindra Scorpio S11,₹ 8.01 Lakh,"105,621 km",Petrol,Thane,2019
Honda WR-V VX,₹ 6.27 Lakh,"65,163 km",Diesel,Kolkata,2022
Tata Tiago XT,₹ 2.11 Lakh,"109,052 km",Petrol,Noida,2016
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"80,199 km",Petrol,Mumbai,2018
Kia Sonet GTX,₹ 2.82 Lakh,"177,301 km",Diesel,Mumbai,2014
Mercedes-Benz GLA 220d,₹ 45.09 Lakh,"149,090 km",Petrol,Pune,2013
Audi Q5 quattro,₹ 33.97 Lakh,"93,944 km",Petrol,Pune,2019
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"144,870 km",CNG,Kolkata,2014
Honda City VX,₹ 6.39 Lakh,"35,778 km",CNG,Hyderabad,2023
Kia Sonet GTX,₹ 8.40 Lakh,"85,568 km",Diesel,Delhi,2020
Hyundai Creta SX,₹ 1.20 Lakh,"121,158 km",Petrol,Pune,2014
BMW 5 Series 520d,₹ 38.30 Lakh,"116,970 km",Petrol,Noida,2017
Maruti Suzuki Ciaz ZXI+,₹ 3.09 Lakh,"47,402 km",CNG,Delhi,2022
Honda WR-V VX,₹ 6.23 Lakh,"59,805 km",CNG,Pune,2022
Tata Tiago XT,₹ 6.31 Lakh,"70,490 km",Diesel,Bangalore,2021
Mercedes-Benz E-Class E220d,₹ 48.73 Lakh,"130,639 km",Petrol,Thane,2018
Toyota Fortuner 2.8 4x2,₹ 10.75 Lakh,"53,726 km",Petrol,Thane,2022
Mahindra XUV500 W8,₹ 10.04 Lakh,"40,626 km",Petrol,Mumbai,2021
Audi A4 35 TDI,₹ 36.49 Lakh,"57,994 km",Petrol,Delhi,2021
Mercedes-Benz E-Class E220d,₹ 44.91 Lakh,"159,357 km",Petrol,Mumbai,2013
Audi Q3 Premium,₹ 34.64 Lakh,"74,870 km",Petrol,Mumbai,2019
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.07 Lakh,"58,999 km",Petrol,Mumbai,2021
Hyundai Verna SX,₹ 1.20 Lakh,"177,160 km",Diesel,Mumbai,2012
Honda Jazz VX,₹ 5.88 Lakh,"51,186 km",CNG,Chennai,2022
Kia Sonet GTX,₹ 6.63 Lakh,"88,090 km",CNG,Thane,2018
Mahindra XUV500 W8,₹ 3.73 Lakh,"161,805 km",CNG,Chennai,2014
Toyota Glanza G,₹ 3.03 Lakh,"186,259 km",CNG,Thane,2012
Kia Seltos GTX,₹ 4.36 Lakh,"135,197 km",Diesel,Ahmedabad,2015
Toyota Glanza G,₹ 2.63 Lakh,"177,567 km",Petrol,Hyderabad,2012
Hyundai Verna SX,₹ 1.20 Lakh,"161,353 km",Diesel,Noida,2012
Maruti Suzuki Wagon R 1.0 VXI,₹ 4.00 Lakh,"53,406 km",CNG,Hyderabad,2023
Maruti Suzuki Baleno Delta 1.2,₹ 2.16 Lakh,"80,540 km",Diesel,Hyderabad,2020
Mercedes-Benz E-Class E220d,₹ 51.03 Lakh,"50,357 km",Petrol,Hyderabad,2021
Honda BR-V VX,₹ 1.20 Lakh,"126,651 km",Diesel,Pune,2015
Audi Q5 quattro,₹ 37.35 Lakh,"55,298 km",Petrol,Thane,2023
Mahindra Scorpio S11,₹ 10.12 Lakh,"44,123 km",Diesel,Thane,2022
Kia Sonet GTX,₹ 3.55 Lakh,"146,641 km",CNG,Kolkata,2014
Toyota Innova Crysta GX,₹ 12.14 Lakh,"48,277 km",Petrol,Kolkata,2023
Audi Q3 Premium,₹ 33.82 Lakh,"94,973 km",Diesel,Pune,2018
Hyundai Venue S,₹ 1.42 Lakh,"110,731 km",Petrol,Thane,2017
Toyota Glanza G,₹ 5.96 Lakh,"113,278 km",Petrol,Delhi,2016
Mercedes-Benz GLA 220d,₹ 51.57 Lakh,"64,406 km",Diesel,Kolkata,2022
Mahindra Thar LX,₹ 2.75 Lakh,"174,851 km",CNG,Delhi,2012
BMW 3 Series 320d,₹ 43.54 Lakh,"48,567 km",Diesel,Chennai,2023
Audi Q3 Premium,₹ 32.06 Lakh,"114,153 km",Petrol,Pune,2016
Audi Q3 Premium,₹ 35.18 Lakh,"99,101 km",Diesel,Kolkata,2019
Mahindra XUV500 W8,₹ 5.27 Lakh,"111,586 km",Petrol,Bangalore,2017
Audi Q5 quattro,₹ 35.46 Lakh,"68,387 km",Petrol,Pune,2021
Mahindra XUV500 W8,₹ 6.74 Lakh,"92,840 km",CNG,Ahmedabad,2018
BMW X1 sDrive20d,₹ 41.38 Lakh,"49,173 km",Petrol,Kolkata,2022
Mahindra XUV500 W8,₹ 4.00 Lakh,"146,423 km",CNG,Mumbai,2014
Hyundai i10 Magna,₹ 4.95 Lakh,"39,349 km",Petrol,Mumbai,2022
Toyota Glanza G,₹ 11.22 Lakh,"45,911 km",Diesel,Ahmedabad,2023
Mercedes-Benz E-Class E220d,₹ 50.93 Lakh,"59,852 km",Petrol,Mumbai,2022
Audi Q3 Premium,₹ 28.85 Lakh,"192,100 km",Petrol,Mumbai,2012
Kia Seltos GTX,₹ 2.35 Lakh,"163,014 km",Petrol,Thane,2013
Toyota Corolla Altis G,₹ 9.51 Lakh,"76,829 km",Diesel,Delhi,2020
Kia Sonet GTX,₹ 8.56 Lakh,"76,225 km",Petrol,Hyderabad,2021
Hyundai Santro Sportz,₹ 5.32 Lakh,"53,320 km",Diesel,Chennai,2022
Maruti Suzuki Alto 800 LXi,₹ 3.71 Lakh,"35,692 km",Petrol,Delhi,2023
Kia Carens Prestige,₹ 7.08 Lakh,"91,292 km",Petrol,Thane,2017
Toyota Fortuner 2.8 4x2,₹ 11.62 Lakh,"31,467 km",CNG,Kolkata,2023
Hyundai Santro Sportz,₹ 1.20 Lakh,"137,461 km",Petrol,Bangalore,2016
Mahindra XUV500 W8,₹ 5.25 Lakh,"127,863 km",CNG,Bangalore,2015
Kia Seltos GTX,₹ 5.30 Lakh,"129,652 km",Diesel,Thane,2016
Honda City VX,₹ 3.66 Lakh,"84,587 km",CNG,Ahmedabad,2020
Kia Seltos GTX,₹ 4.10 Lakh,"149,927 km",CNG,Chennai,2013
Mahindra XUV500 W8,₹ 9.92 Lakh,"70,304 km",Diesel,Kolkata,2022
Mahindra Scorpio S11,₹ 6.62 Lakh,"84,527 km",CNG,Chennai,2018
Mercedes-Benz E-Class E220d,₹ 46.38 Lakh,"144,519 km",Diesel,Delhi,2015
Kia Carens Prestige,₹ 9.47 Lakh,"59,746 km",Diesel,Delhi,2022
Tata Safari XZ+,₹ 2.65 Lakh,"122,831 km",Diesel,Delhi,2017
Honda WR-V VX,₹ 3.13 Lakh,"75,528 km",Petrol,Mumbai,2019
Audi A4 35 TDI,₹ 35.39 Lakh,"59,959 km",Petrol,Chennai,2021
Kia Sonet GTX,₹ 3.03 Lakh,"158,581 km",Petrol,Noida,2013
Kia Seltos GTX,₹ 4.02 Lakh,"133,824 km",Diesel,Pune,2014
Honda City VX,₹ 1.20 Lakh,"137,495 km",Diesel,Delhi,2014
Toyota Etios Liva G,₹ 10.12 Lakh,"70,006 km",CNG,Hyderabad,2021
Honda Amaze VX,₹ 1.20 Lakh,"183,231 km",CNG,Chennai,2012
Mahindra Thar LX,₹ 5.90 Lakh,"109,591 km",Diesel,Noida,2017
Mahindra Scorpio S11,₹ 10.62 Lakh,"44,167 km",Diesel,Ahmedabad,2023
BMW X1 sDrive20d,₹ 35.95 Lakh,"146,928 km",Petrol,Chennai,2015
Kia Sonet GTX,₹ 3.31 Lakh,"168,293 km",CNG,Bangalore,2013
Audi A4 35 TDI,₹ 37.57 Lakh,"37,683 km",Petrol,Hyderabad,2023
Tata Nexon XZ+,₹ 3.84 Lakh,"97,943 km",Diesel,Hyderabad,2018
Honda WR-V VX,₹ 3.67 Lakh,"95,184 km",Petrol,Kolkata,2018
BMW X1 sDrive20d,₹ 38.52 Lakh,"74,423 km",Petrol,Thane,2018
Mahindra Scorpio S11,₹ 7.99 Lakh,"71,170 km",CNG,Delhi,2020
Toyota Innova Crysta GX,₹ 5.70 Lakh,"146,822 km",CNG,Chennai,2014
Mahindra Thar LX,₹ 2.62 Lakh,"158,118 km",Petrol,Delhi,2013
Audi Q5 quattro,₹ 35.82 Lakh,"59,895 km",Diesel,Kolkata,2020
BMW X1 sDrive20d,₹ 42.39 Lakh,"58,475 km",Diesel,Ahmedabad,2021
BMW 3 Series 320d,₹ 37.88 Lakh,"98,518 km",Diesel,Bangalore,2016
Mahindra Thar LX,₹ 4.16 Lakh,"152,442 km",CNG,Kolkata,2015
Hyundai Venue S,₹ 6.57 Lakh,"37,547 km",Diesel,Mumbai,2023
Hyundai Grand i10 Magna,₹ 1.68 Lakh,"103,065 km",CNG,Delhi,2017
Honda Jazz VX,₹ 5.19 Lakh,"80,240 km",CNG,Chennai,2020
Toyota Etios Liva G,₹ 10.96 Lakh,"59,305 km",Petrol,Bangalore,2022
Kia Sonet GTX,₹ 2.51 Lakh,"171,031 km",Diesel,Noida,2012
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"112,215 km",Diesel,Delhi,2015
Audi A4 35 TDI,₹ 33.17 Lakh,"106,901 km",Petrol,Kolkata,2017
Mahindra Scorpio S11,₹ 6.91 Lakh,"112,788 km",CNG,Chennai,2018
Mahindra Thar LX,₹ 8.71 Lakh,"72,715 km",CNG,Pune,2019
Mercedes-Benz C-Class C200,₹ 51.90 Lakh,"38,207 km",Diesel,Ahmedabad,2022
Tata Nexon XZ+,₹ 1.36 Lakh,"144,365 km",Diesel,Chennai,2014
Mercedes-Benz E-Class E220d,₹ 49.31 Lakh,"105,734 km",Diesel,Kolkata,2018
Honda BR-V VX,₹ 1.20 Lakh,"142,415 km",Diesel,Kolkata,2014
Mahindra XUV500 W8,₹ 8.04 Lakh,"89,429 km",Petrol,Hyderabad,2019
Audi Q5 quattro,₹ 37.16 Lakh,"34,776 km",Petrol,Kolkata,2022
Hyundai Verna SX,₹ 1.20 Lakh,"173,576 km",Petrol,Pune,2012
Toyota Corolla Altis G,₹ 6.41 Lakh,"131,522 km",CNG,Kolkata,2016
Hyundai Verna SX,₹ 1.20 Lakh,"172,554 km",Diesel,Thane,2013
Mahindra Scorpio S11,₹ 1.54 Lakh,"173,813 km",Petrol,Chennai,2012
Toyota Innova Crysta GX,₹ 3.58 Lakh,"160,076 km",Diesel,Pune,2012
Hyundai Venue S,₹ 1.20 Lakh,"162,415 km",CNG,Noida,2013
Mercedes-Benz GLA 220d,₹ 48.76 Lakh,"92,289 km",Diesel,Noida,2018
Toyota Fortuner 2.8 4x2,₹ 3.10 Lakh,"159,617 km",CNG,Thane,2012
Tata Tiago XT,₹ 7.37 Lakh,"58,694 km",Diesel,Thane,2021
Hyundai Creta SX,₹ 1.71 Lakh,"133,748 km",CNG,Bangalore,2018
Honda Jazz VX,₹ 1.20 Lakh,"130,665 km",CNG,Ahmedabad,2014
Kia Sonet GTX,₹ 4.19 Lakh,"140,607 km",Diesel,Chennai,2014
Hyundai Venue S,₹ 3.91 Lakh,"72,561 km",CNG,Pune,2020
Mahindra Thar LX,₹ 8.12 Lakh,"88,605 km",CNG,Delhi,2019
BMW X1 sDrive20d,₹ 42.31 Lakh,"53,746 km",Petrol,Delhi,2022
Kia Seltos GTX,₹ 6.81 Lakh,"107,353 km",Diesel,Pune,2018
Mercedes-Benz C-Class C200,₹ 51.94 Lakh,"52,500 km",Petrol,Ahmedabad,2021
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"144,966 km",Petrol,Delhi,2013
Honda WR-V VX,₹ 3.36 Lakh,"72,726 km",Petrol,Chennai,2019
Honda Amaze VX,₹ 1.20 Lakh,"166,294 km",Petrol,Ahmedabad,2014
Mahindra Scorpio S11,₹ 9.99 Lakh,"35,579 km",Petrol,Mumbai,2022
Tata Harrier XZ,₹ 3.93 Lakh,"90,526 km",Petrol,Hyderabad,2018
Honda BR-V VX,₹ 1.20 Lakh,"121,487 km",CNG,Kolkata,2015
Mahindra XUV500 W8,₹ 6.21 Lakh,"96,288 km",Petrol,Chennai,2018
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"100,160 km",Diesel,Pune,2017
Honda Jazz VX,₹ 1.20 Lakh,"159,463 km",CNG,Bangalore,2013
Toyota Fortuner 2.8 4x2,₹ 8.56 Lakh,"100,701 km",CNG,Kolkata,2018
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"149,246 km",Diesel,Ahmedabad,2014
Mahindra XUV500 W8,₹ 4.77 Lakh,"120,986 km",Diesel,Delhi,2015
Mercedes-Benz GLA 220d,₹ 52.83 Lakh,"24,735 km",Diesel,Pune,2023
Mercedes-Benz GLA 220d,₹ 46.95 Lakh,"123,954 km",Petrol,Pune,2015
Toyota Etios Liva G,₹ 7.83 Lakh,"111,723 km",CNG,Delhi,2018
Maruti Suzuki Vitara Brezza VDi,₹ 1.20 Lakh,"122,186 km",Petrol,Chennai,2017
Mercedes-Benz E-Class E220d,₹ 47.37 Lakh,"105,920 km",Petrol,Delhi,2017
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"122,877 km",Petrol,Mumbai,2016
Kia Carens Prestige,₹ 6.15 Lakh,"115,221 km",Diesel,Chennai,2016
Hyundai Santro Sportz,₹ 3.14 Lakh,"66,772 km",CNG,Noida,2020
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"152,932 km",Petrol,Thane,2013
Mercedes-Benz GLA 220d,₹ 52.57 Lakh,"52,425 km",Diesel,Pune,2022
Toyota Glanza G,₹ 5.86 Lakh,"147,978 km",Diesel,Noida,2015
Tata Harrier XZ,₹ 1.20 Lakh,"167,606 km",Petrol,Bangalore,2013
Honda WR-V VX,₹ 2.06 Lakh,"92,242 km",CNG,Pune,2017
Honda Amaze VX,₹ 6.40 Lakh,"37,978 km",Petrol,Mumbai,2023
Kia Sonet GTX,₹ 8.19 Lakh,"94,437 km",CNG,Delhi,2020
Audi Q3 Premium,₹ 28.52 Lakh,"180,399 km",Petrol,Noida,2012
Honda Amaze VX,₹ 1.20 Lakh,"175,148 km",Petrol,Hyderabad,2013
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"161,921 km",Petrol,Mumbai,2012
Kia Seltos GTX,₹ 3.09 Lakh,"170,506 km",CNG,Chennai,2014
Toyota Etios Liva G,₹ 12.71 Lakh,"31,070 km",Diesel,Pune,2023
Mercedes-Benz E-Class E220d,₹ 46.30 Lakh,"135,141 km",Diesel,Hyderabad,2013
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"160,668 km",Diesel,Pune,2013
Tata Tiago XT,₹ 1.20 Lakh,"159,565 km",Petrol,Pune,2013
Tata Harrier XZ,₹ 5.71 Lakh,"88,502 km",Diesel,Noida,2019
Toyota Corolla Altis G,₹ 5.26 Lakh,"153,292 km",Petrol,Hyderabad,2015
Maruti Suzuki Vitara Brezza VDi,₹ 1.20 Lakh,"195,593 km",CNG,Chennai,2012
Tata Nexon XZ+,₹ 2.80 Lakh,"128,303 km",Diesel,Mumbai,2015
Honda Amaze VX,₹ 1.20 Lakh,"159,351 km",Petrol,Hyderabad,2013
Audi Q3 Premium,₹ 37.18 Lakh,"51,531 km",Diesel,Noida,2023
Honda WR-V VX,₹ 1.20 Lakh,"152,892 km",CNG,Noida,2013
Honda Jazz VX,₹ 1.37 Lakh,"124,279 km",Diesel,Ahmedabad,2016
Tata Harrier XZ,₹ 1.20 Lakh,"171,413 km",Petrol,Bangalore,2013
Mercedes-Benz C-Class C200,₹ 44.93 Lakh,"159,327 km",Petrol,Chennai,2014
Mahindra XUV500 W8,₹ 7.43 Lakh,"97,079 km",Diesel,Kolkata,2019
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"152,618 km",CNG,Noida,2014
Mahindra XUV500 W8,₹ 4.07 Lakh,"151,441 km",CNG,Hyderabad,2013
Kia Carens Prestige,₹ 2.98 Lakh,"168,885 km",Petrol,Mumbai,2012
BMW X1 sDrive20d,₹ 43.10 Lakh,"32,642 km",Diesel,Delhi,2023
Honda City VX,₹ 1.20 Lakh,"192,362 km",Petrol,Bangalore,2012
Kia Sonet GTX,₹ 10.04 Lakh,"60,901 km",CNG,Delhi,2022
Tata Nexon XZ+,₹ 1.20 Lakh,"180,964 km",CNG,Kolkata,2012
Hyundai i10 Magna,₹ 1.73 Lakh,"112,857 km",Petrol,Mumbai,2017
Maruti Suzuki Baleno Delta 1.2,₹ 2.61 Lakh,"47,407 km",Diesel,Mumbai,2021
Kia Seltos GTX,₹ 5.51 Lakh,"120,856 km",Petrol,Bangalore,2017
BMW 3 Series 320d,₹ 34.27 Lakh,"160,468 km",Petrol,Kolkata,2012
Audi Q3 Premium,₹ 29.60 Lakh,"162,076 km",Diesel,Pune,2012
Kia Seltos GTX,₹ 10.32 Lakh,"63,974 km",CNG,Thane,2022
Kia Carens Prestige,₹ 7.04 Lakh,"103,281 km",Diesel,Thane,2017
Mahindra Scorpio S11,₹ 8.54 Lakh,"72,855 km",Petrol,Ahmedabad,2020
Maruti Suzuki Ciaz ZXI+,₹ 1.20 Lakh,"181,581 km",Diesel,Thane,2012
Mercedes-Benz C-Class C200,₹ 45.97 Lakh,"163,190 km",Petrol,Thane,2014
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 Lakh,"75,328 km",Diesel,Ahmedabad,2021
Honda Jazz VX,₹ 1.67 Lakh,"118,831 km",CNG,Ahmedabad,2015
Maruti Suzuki Vitara Brezza VDi,₹ 2.60 Lakh,"53,062 km",CNG,Bangalore,2021
Toyota Etios Liva G,₹ 8.98 Lakh,"71,947 km",Petrol,Mumbai,2020
Toyota Glanza G,₹ 9.21 Lakh,"89,986 km",Diesel,Mumbai,2020
Mercedes-Benz C-Class C200,₹ 45.03 Lakh,"144,950 km",Petrol,Mumbai,2014
Mercedes-Benz GLA 220d,₹ 46.58 Lakh,"155,313 km",Diesel,Thane,2014
Hyundai Elite i20 Sportz,₹ 5.09 Lakh,"52,249 km",Petrol,Ahmedabad,2023
Honda Jazz VX,₹ 7.33 Lakh,"36,702 km",Diesel,Kolkata,2023
Honda BR-V VX,₹ 7.05 Lakh,"53,726 km",Diesel,Hyderabad,2023
Honda WR-V VX,₹ 1.20 Lakh,"114,418 km",CNG,Pune,2016
Maruti Suzuki Ertiga VXI CNG,₹ 2.22 Lakh,"80,961 km",CNG,Hyderabad,2021
Hyundai Venue S,₹ 1.20 Lakh,"152,293 km",Diesel,Delhi,2014
Mahindra XUV500 W8,₹ 9.89 Lakh,"56,887 km",CNG,Ahmedabad,2022
Tata Harrier XZ,₹ 1.51 Lakh,"133,586 km",CNG,Delhi,2015
Hyundai Santro Sportz,₹ 1.20 Lakh,"185,301 km",Diesel,Bangalore,2012
BMW 5 Series 520d,₹ 38.47 Lakh,"116,839 km",Petrol,Delhi,2017
Mercedes-Benz GLA 220d,₹ 51.44 Lakh,"55,009 km",Diesel,Pune,2022
Tata Nexon XZ+,₹ 1.20 Lakh,"173,992 km",Diesel,Bangalore,2013
Honda City VX,₹ 4.93 Lakh,"107,972 km",Diesel,Noida,2020
BMW X1 sDrive20d,₹ 34.57 Lakh,"161,148 km",Petrol,Bangalore,2012
Kia Seltos GTX,₹ 2.38 Lakh,"179,547 km",Petrol,Chennai,2012
Audi Q3 Premium,₹ 36.34 Lakh,"57,836 km",Petrol,Pune,2022
Maruti Suzuki Ertiga VXI CNG,₹ 1.53 Lakh,"51,728 km",Petrol,Ahmedabad,2021
Hyundai Elite i20 Sportz,₹ 5.09 Lakh,"48,718 km",CNG,Noida,2022
Hyundai Grand i10 Magna,₹ 1.20 Lakh,"141,756 km",Petrol,Kolkata,2015
Tata Safari XZ+,₹ 4.14 Lakh,"97,760 km",Diesel,Pune,2019
Audi Q3 Premium,₹ 30.54 Lakh,"140,893 km",Diesel,Kolkata,2014
BMW 5 Series 520d,₹ 37.60 Lakh,"133,522 km",Diesel,Pune,2016
Honda City VX,₹ 1.20 Lakh,"150,271 km",Diesel,Noida,2013
Maruti Suzuki Ertiga VXI CNG,₹ 2.36 Lakh,"58,014 km",Diesel,Thane,2020
BMW X1 sDrive20d,₹ 37.08 Lakh,"132,187 km",Diesel,Thane,2015
Audi Q5 quattro,₹ 37.95 Lakh,"53,723 km",Diesel,Delhi,2022
BMW 3 Series 320d,₹ 35.61 Lakh,"170,483 km",Diesel,Mumbai,2014
Kia Seltos GTX,₹ 9.53 Lakh,"49,203 km",Petrol,Noida,2022
Hyundai Grand i10 Magna,₹ 2.37 Lakh,"86,735 km",Diesel,Thane,2018
Maruti Suzuki Ertiga VXI CNG,₹ 1.20 Lakh,"155,725 km",Diesel,Bangalore,2013
Mercedes-Benz GLA 220d,₹ 45.69 Lakh,"174,748 km",Diesel,Pune,2013
Mahindra Thar LX,₹ 5.89 Lakh,"117,986 km",Diesel,Kolkata,2016
BMW 3 Series 320d,₹ 35.57 Lakh,"147,936 km",Petrol,Mumbai,2014
Mahindra Scorpio S11,₹ 5.04 Lakh,"143,602 km",Petrol,Kolkata,2015
Mahindra XUV500 W8,₹ 6.91 Lakh,"117,189 km",Diesel,Kolkata,2017
Hyundai i10 Magna,₹ 1.20 Lakh,"127,703 km",Petrol,Pune,2015
BMW 5 Series 520d,₹ 37.60 Lakh,"122,827 km",Diesel,Hyderabad,2016
Kia Carens Prestige,₹ 8.55 Lakh,"72,789 km",CNG,Ahmedabad,2019
Audi A4 35 TDI,₹ 31.06 Lakh,"155,654 km",Diesel,Thane,2013
Maruti Suzuki Baleno Delta 1.2,₹ 1.20 Lakh,"150,228 km",Petrol,Mumbai,2015
BMW 3 Series 320d,₹ 37.90 Lakh,"110,299 km",Petrol,Thane,2017
Hyundai Santro Sportz,₹ 1.20 Lakh,"163,784 km",Petrol,Ahmedabad,2012
BMW 3 Series 320d,₹ 40.52 Lakh,"79,484 km",Diesel,Pune,2019
Hyundai Elite i20 Sportz,₹ 1.20 Lakh,"167,219 km",Diesel,Mumbai,2012
Mercedes-Benz C-Class C200,₹ 46.70 Lakh,"126,146 km",Petrol,Chennai,2015
Maruti Suzuki S-Presso VXi,₹ 1.20 Lakh,"134,567 km",CNG,Bangalore,2014
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"102,678 km",CNG,Pune,2016
Kia Sonet GTX,₹ 8.22 Lakh,"70,922 km",Diesel,Hyderabad,2019
Audi Q5 quattro,₹ 34.04 Lakh,"99,743 km",Petrol,Thane,2018
Mercedes-Benz E-Class E220d,₹ 46.97 Lakh,"124,262 km",Diesel,Kolkata,2016
Tata Tiago XT,₹ 1.98 Lakh,"123,676 km",CNG,Pune,2016
Audi A4 35 TDI,₹ 29.14 Lakh,"191,863 km",Petrol,Ahmedabad,2012
Maruti Suzuki S-Presso VXi,₹ 1.20 Lakh,"124,260 km",Diesel,Mumbai,2016
Mercedes-Benz C-Class C200,₹ 48.41 Lakh,"125,474 km",Diesel,Thane,2017
BMW X1 sDrive20d,₹ 38.19 Lakh,"89,835 km",Diesel,Pune,2017
Honda Amaze VX,₹ 7.55 Lakh,"39,934 km",CNG,Bangalore,2023
Mahindra Scorpio S11,₹ 3.79 Lakh,"162,479 km",Diesel,Chennai,2013
Mahindra Thar LX,₹ 5.24 Lakh,"133,402 km",CNG,Pune,2016
Hyundai Venue S,₹ 1.20 Lakh,"183,608 km",CNG,Delhi,2012
Toyota Corolla Altis G,₹ 4.41 Lakh,"149,177 km",CNG,Chennai,2013
Kia Seltos GTX,₹ 4.65 Lakh,"154,215 km",Diesel,Noida,2014
BMW 3 Series 320d,₹ 38.29 Lakh,"119,096 km",Diesel,Delhi,2017
Honda Amaze VX,₹ 5.75 Lakh,"65,297 km",Petrol,Bangalore,2022
Honda WR-V VX,₹ 1.20 Lakh,"165,692 km",Petrol,Noida,2013
Kia Sonet GTX,₹ 6.09 Lakh,"112,520 km",Petrol,Thane,2018
Mahindra XUV500 W8,₹ 5.49 Lakh,"110,449 km",CNG,Hyderabad,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 1.20 Lakh,"133,169 km",Petrol,Delhi,2015
Mercedes-Benz E-Class E220d,₹ 45.98 Lakh,"138,660 km",Diesel,Mumbai,2014
Tata Safari XZ+,₹ 8.02 Lakh,"26,494 km",Diesel,Bangalore,2023
BMW 5 Series 520d,₹ 36.15 Lakh,"135,140 km",Diesel,Chennai,2015
Toyota Fortuner 2.8 4x2,₹ 5.30 Lakh,"135,400 km",Petrol,Delhi,2015
Maruti Suzuki Ertiga VXI CNG,₹ 3.73 Lakh,"37,062 km",Diesel,Thane,2022
Mercedes-Benz C-Class C200,₹ 51.79 Lakh,"70,756 km",Diesel,Delhi,2022
Kia Seltos GTX,₹ 8.78 Lakh,"91,338 km",Diesel,Kolkata,2020
Toyota Glanza G,₹ 6.73 Lakh,"120,133 km",CNG,Pune,2016
Honda WR-V VX,₹ 1.20 Lakh,"163,640 km",CNG,Noida,2013
Hyundai i10 Magna,₹ 1.20 Lakh,"144,556 km",Diesel,Thane,2013
Mahindra Scorpio S11,₹ 6.44 Lakh,"101,233 km",Diesel,Bangalore,2018
BMW 3 Series 320d,₹ 43.11 Lakh,"50,816 km",Diesel,Mumbai,2023
Hyundai i10 Magna,₹ 3.80 Lakh,"60,614 km",CNG,Kolkata,2021
Hyundai i10 Magna,₹ 3.34 Lakh,"94,143 km",Diesel,Hyderabad,2020
Tata Tiago XT,₹ 4.89 Lakh,"97,741 km",Petrol,Delhi,2019
Maruti Suzuki Ciaz ZXI+,₹ 1.20 Lakh,"116,310 km",CNG,Delhi,2017
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"139,149 km",CNG,Bangalore,2014
BMW X1 sDrive20d,₹ 36.56 Lakh,"128,829 km",Petrol,Bangalore,2016
Kia Sonet GTX,₹ 6.20 Lakh,"121,334 km",Diesel,Kolkata,2016
Honda City VX,₹ 1.20 Lakh,"147,615 km",Petrol,Delhi,2014
Mercedes-Benz E-Class E220d,₹ 51.33 Lakh,"61,064 km",Petrol,Bangalore,2021
Mahindra Scorpio S11,₹ 2.07 Lakh,"189,055 km",CNG,Bangalore,2012
BMW 3 Series 320d,₹ 38.42 Lakh,"82,219 km",Petrol,Mumbai,2018
Mahindra XUV500 W8,₹ 10.99 Lakh,"50,908 km",CNG,Noida,2023
Toyota Innova Crysta GX,₹ 9.06 Lakh,"66,224 km",CNG,Noida,2020
Toyota Etios Liva G,₹ 7.80 Lakh,"104,132 km",Petrol,Thane,2017
Mercedes-Benz C-Class C200,₹ 45.41 Lakh,"158,278 km",Diesel,Thane,2012
BMW 3 Series 320d,₹ 34.23 Lakh,"161,094 km",Petrol,Pune,2013
Toyota Corolla Altis G,₹ 11.94 Lakh,"42,448 km",Diesel,Chennai,2022
Hyundai Venue S,₹ 2.58 Lakh,"93,141 km",Diesel,Kolkata,2019
BMW X1 sDrive20d,₹ 42.31 Lakh,"40,589 km",Diesel,Delhi,2022
Maruti Suzuki Alto 800 LXi,₹ 1.20 Lakh,"169,002 km",CNG,Pune,2013
