car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Honda BR-V VX,₹ 8.79 Lakh,"15,795 km",Petrol,Hyderabad,2024
Kia Carens Prestige,₹ 8.77 Lakh,"131,959 km",Diesel,Ahmedabad,2016
Hyundai Grand i10,₹ 11.62 Lakh,"40,339 km",Petrol,Chennai,2024
BMW 3 Series 320d,₹ 16.55 Lakh,"152,261 km",Petrol,Jaipur,2012
Renault Kwid Climber,₹ 2.60 Lakh,"170,443 km",Diesel,Thane,2014
Maruti Suzuki Dzire ZXi,₹ 5.48 Lakh,"125,141 km",Petrol,Pune,2020
Ford Endeavour Titanium,₹ 10.60 Lakh,"50,396 km",Diesel,Bangalore,2021
Toyota Urban Cruiser,₹ 10.99 Lakh,"71,942 km",Diesel,Bangalore,2019
Honda Amaze VX,₹ 7.42 Lakh,"68,150 km",Petrol,Delhi,2021
Volvo XC40 Recharge,₹ 19.47 Lakh,"200,922 km",Petrol,Bangalore,2012
Audi Q5 quattro,₹ 18.58 Lakh,"157,890 km",Diesel,Delhi,2015
Tata Harrier XZ,₹ 4.82 Lakh,"145,028 km",Diesel,Chennai,2016
Toyota Urban Cruiser,₹ 8.01 Lakh,"168,664 km",Diesel,Hyderabad,2014
Mahindra Thar LX,₹ 14.28 Lakh,"11,122 km",Petrol,Jaipur,2023
Jeep Compass Limited,₹ 22.25 Lakh,"132,492 km",Hybrid,Bangalore,2018
Ford Endeavour Titanium,₹ 6.93 Lakh,"157,075 km",CNG,Thane,2015
Ford Endeavour Titanium,₹ 14.35 Lakh,"3,000 km",Diesel,Pune,2025
Renault Kwid Climber,₹ 6.68 Lakh,"3,000 km",Petrol,Noida,2025
Ford Endeavour Titanium,₹ 5.52 Lakh,"153,972 km",Diesel,Bangalore,2015
Jeep Compass Limited,₹ 27.29 Lakh,"53,791 km",Petrol,Bangalore,2024
Lexus NX 350h,₹ 61.25 Lakh,"57,689 km",Diesel,Jaipur,2022
Lexus ES 300h,₹ 36.74 Lakh,"132,154 km",Petrol,Bangalore,2016
Tata Harrier XZ,₹ 4.57 Lakh,"180,067 km",Diesel,Noida,2012
Honda BR-V VX,₹ 9.20 Lakh,"60,026 km",Petrol,Mumbai,2021
Jeep Compass Limited,₹ 17.30 Lakh,"127,847 km",Petrol,Delhi,2016
Skoda Kushaq Style,₹ 15.61 Lakh,"65,671 km",Petrol,Noida,2021
Audi Q5 quattro,₹ 21.95 Lakh,"118,016 km",Diesel,Kolkata,2016
Ford EcoSport Titanium,₹ 7.85 Lakh,"124,359 km",Diesel,Bangalore,2015
Tata Nexon XZ+,₹ 6.11 Lakh,"116,617 km",Diesel,Kolkata,2017
Kia Sonet GTX,₹ 4.03 Lakh,"179,465 km",Petrol,Lucknow,2012
Hyundai Grand i10,₹ 7.32 Lakh,"95,524 km",CNG,Pune,2018
Toyota Innova Crysta GX,₹ 13.22 Lakh,"57,256 km",Petrol,Pune,2022
Kia Carens Prestige,₹ 12.64 Lakh,"59,597 km",CNG,Lucknow,2021
Toyota Urban Cruiser,₹ 11.55 Lakh,"136,155 km",Electric,Mumbai,2016
Toyota Glanza G,₹ 9.75 Lakh,"78,413 km",Diesel,Thane,2018
Nissan Magnite XV,₹ 4.48 Lakh,"114,559 km",Diesel,Delhi,2018
Audi Q5 quattro,₹ 28.89 Lakh,"82,210 km",Petrol,Pune,2019
Volvo XC60,₹ 40.43 Lakh,"44,162 km",CNG,Kolkata,2022
Volvo XC60,₹ 44.84 Lakh,"62,475 km",Petrol,Thane,2024
Ford Endeavour Titanium,₹ 15.41 Lakh,"11,557 km",Petrol,Ahmedabad,2025
Maruti Suzuki Swift VXi,₹ 1.20 Lakh,"169,570 km",Petrol,Kolkata,2012
Volvo XC60,₹ 37.01 Lakh,"67,931 km",CNG,Kochi,2020
Renault Kwid Climber,₹ 7.09 Lakh,"56,789 km",Diesel,Kolkata,2021
Honda Amaze VX,₹ 2.34 Lakh,"148,116 km",Diesel,Thane,2013
Kia Sonet GTX,₹ 10.49 Lakh,"105,424 km",Petrol,Mysuru,2019
Jaguar F-Pace,₹ 53.17 Lakh,"13,477 km",Petrol,Pune,2023
Skoda Superb L&K,₹ 8.59 Lakh,"147,766 km",Petrol,Chennai,2014
Mercedes-Benz E-Class E220d,₹ 49.32 Lakh,"66,263 km",Diesel,Noida,2022
Hyundai Grand i10,₹ 10.12 Lakh,"82,392 km",Petrol,Thane,2021
Hyundai Verna SX,₹ 4.24 Lakh,"181,609 km",Diesel,Bangalore,2012
Nissan Magnite XV,₹ 5.62 Lakh,"55,021 km",Petrol,Bangalore,2021
BMW X1 sDrive,₹ 41.78 Lakh,"67,390 km",Diesel,Mumbai,2021
Toyota Innova Crysta GX,₹ 5.66 Lakh,"179,837 km",Diesel,Noida,2014
Toyota Glanza G,₹ 7.81 Lakh,"173,788 km",Petrol,Ahmedabad,2014
Hyundai Creta SX,₹ 8.36 Lakh,"51,271 km",Diesel,Pune,2022
MG Astor Savvy,₹ 7.49 Lakh,"136,874 km",Petrol,Thane,2016
Kia Sonet GTX,₹ 10.90 Lakh,"82,396 km",Petrol,Bangalore,2021
Nissan Magnite XV,₹ 6.61 Lakh,"106,507 km",Petrol,Mumbai,2019
Tata Punch Creative,₹ 6.22 Lakh,"182,466 km",Electric,Lucknow,2012
Jeep Compass Limited,₹ 21.77 Lakh,"100,675 km",Diesel,Jaipur,2019
MG Astor Savvy,₹ 8.82 Lakh,"129,137 km",Petrol,Kochi,2016
MG Hector Sharp,₹ 6.67 Lakh,"162,472 km",Petrol,Chennai,2014
Renault Kwid Climber,₹ 3.20 Lakh,"133,393 km",Diesel,Ahmedabad,2017
Honda City ZX,₹ 6.03 Lakh,"113,679 km",Petrol,Hyderabad,2018
Renault Kwid Climber,₹ 2.97 Lakh,"91,119 km",Petrol,Jaipur,2018
Mahindra XUV500 W8,₹ 13.16 Lakh,"54,153 km",Diesel,Mysuru,2023
Audi Q3 Premium,₹ 40.82 Lakh,"30,667 km",Diesel,Hyderabad,2025
Nissan Magnite XV,₹ 7.93 Lakh,"69,877 km",Hybrid,Noida,2022
Audi Q5 quattro,₹ 22.42 Lakh,"150,823 km",Electric,Chennai,2014
Renault Triber RXZ,₹ 1.91 Lakh,"124,277 km",Petrol,Mysuru,2015
Mercedes-Benz C-Class C200,₹ 42.87 Lakh,"94,182 km",CNG,Kochi,2020
Jaguar XE Prestige,₹ 34.46 Lakh,"158,224 km",Diesel,Mysuru,2016
Toyota Glanza G,₹ 15.46 Lakh,"84,668 km",Electric,Mysuru,2020
Skoda Slavia Style,₹ 7.63 Lakh,"164,491 km",Petrol,Lucknow,2013
Skoda Kushaq Style,₹ 12.54 Lakh,"98,425 km",CNG,Kolkata,2018
Mahindra Scorpio N Z8,₹ 7.57 Lakh,"180,691 km",Diesel,Pune,2014
Maruti Suzuki Brezza ZXi,₹ 4.42 Lakh,"147,017 km",Hybrid,Ahmedabad,2015
Toyota Innova Crysta GX,₹ 9.15 Lakh,"159,777 km",Diesel,Kochi,2016
Nissan Magnite XV,₹ 6.98 Lakh,"96,329 km",Petrol,Hyderabad,2021
Mahindra Thar LX,₹ 14.41 Lakh,"61,064 km",Diesel,Mumbai,2023
MG ZS EV,₹ 12.82 Lakh,"97,790 km",Diesel,Chennai,2019
Jaguar F-Pace,₹ 24.08 Lakh,"201,327 km",Diesel,Bangalore,2012
Hyundai Venue SX,₹ 8.67 Lakh,"77,765 km",Petrol,Mysuru,2022
Renault Triber RXZ,₹ 5.18 Lakh,"140,215 km",Hybrid,Thane,2013
Volkswagen Polo GT,₹ 5.44 Lakh,"180,763 km",Petrol,Ahmedabad,2013
Ford Endeavour Titanium,₹ 11.12 Lakh,"108,258 km",Petrol,Noida,2020
Mahindra Thar LX,₹ 16.10 Lakh,"43,323 km",Petrol,Kochi,2024
Volvo XC60,₹ 25.11 Lakh,"108,469 km",Diesel,Noida,2014
Tata Punch Creative,₹ 7.31 Lakh,"104,335 km",Petrol,Hyderabad,2017
Mahindra XUV500 W8,₹ 12.05 Lakh,"50,838 km",Petrol,Hyderabad,2022
Audi A4 35 TDI,₹ 36.79 Lakh,"32,158 km",Petrol,Chennai,2022
Jaguar XE Prestige,₹ 36.24 Lakh,"111,801 km",Petrol,Mumbai,2017
Audi Q3 Premium,₹ 41.38 Lakh,"15,448 km",Petrol,Kochi,2025
Kia Seltos HTX,₹ 4.24 Lakh,"190,154 km",Petrol,Chennai,2012
Toyota Innova Crysta GX,₹ 9.43 Lakh,"108,671 km",Petrol,Thane,2017
Tata Harrier XZ,₹ 3.68 Lakh,"233,899 km",Diesel,Delhi,2012
Ford Endeavour Titanium,₹ 4.83 Lakh,"169,804 km",Diesel,Ahmedabad,2013
Volvo XC60,₹ 20.08 Lakh,"173,015 km",Petrol,Thane,2012
Volkswagen Polo GT,₹ 5.98 Lakh,"148,079 km",Petrol,Kochi,2015
Nissan Magnite XV,₹ 3.16 Lakh,"98,933 km",Diesel,Jaipur,2016
Skoda Superb L&K,₹ 15.11 Lakh,"103,975 km",Petrol,Mumbai,2021
Renault Kiger RXZ,₹ 2.29 Lakh,"126,558 km",Petrol,Lucknow,2015
Hyundai Creta SX,₹ 4.78 Lakh,"182,751 km",Diesel,Jaipur,2013
Nissan Magnite XV,₹ 3.89 Lakh,"120,834 km",Petrol,Chennai,2015
Honda Amaze VX,₹ 8.97 Lakh,"46,747 km",Petrol,Mumbai,2023
Nissan Magnite XV,₹ 1.20 Lakh,"190,158 km",Petrol,Pune,2012
Lexus NX 350h,₹ 31.95 Lakh,"137,411 km",Petrol,Jaipur,2014
Ford EcoSport Titanium,₹ 8.16 Lakh,"138,922 km",Petrol,Kochi,2019
Skoda Slavia Style,₹ 12.17 Lakh,"96,485 km",CNG,Jaipur,2019
Kia Sonet GTX,₹ 6.71 Lakh,"145,068 km",Petrol,Noida,2013
Mahindra Thar LX,₹ 13.59 Lakh,"64,242 km",Diesel,Mysuru,2021
Ford Endeavour Titanium,₹ 10.30 Lakh,"29,885 km",Diesel,Jaipur,2021
Ford EcoSport Titanium,₹ 15.02 Lakh,"3,000 km",Petrol,Jaipur,2025
Honda Amaze VX,₹ 11.81 Lakh,"37,866 km",Electric,Pune,2022
Jaguar F-Pace,₹ 42.22 Lakh,"95,084 km",Petrol,Hyderabad,2018
Volvo XC40 Recharge,₹ 26.82 Lakh,"150,917 km",Petrol,Noida,2015
MG ZS EV,₹ 12.25 Lakh,"83,515 km",Petrol,Thane,2019
Mercedes-Benz GLA 200,₹ 44.73 Lakh,"86,139 km",Petrol,Kolkata,2021
Mercedes-Benz GLA 200,₹ 60.19 Lakh,"30,902 km",Diesel,Delhi,2025
Mercedes-Benz C-Class C200,₹ 42.12 Lakh,"102,670 km",Petrol,Hyderabad,2019
Mahindra Scorpio N Z8,₹ 14.53 Lakh,"18,277 km",Diesel,Ahmedabad,2024
Renault Kwid Climber,₹ 2.27 Lakh,"164,635 km",Petrol,Delhi,2012
Jeep Compass Limited,₹ 26.77 Lakh,"27,104 km",Hybrid,Hyderabad,2021
Renault Kwid Climber,₹ 2.35 Lakh,"117,528 km",Diesel,Jaipur,2017
Volkswagen Virtus GT,₹ 7.65 Lakh,"125,556 km",Petrol,Kochi,2015
Renault Triber RXZ,₹ 4.02 Lakh,"117,584 km",Petrol,Noida,2019
Lexus ES 300h,₹ 26.52 Lakh,"184,612 km",Electric,Jaipur,2012
Audi A4 35 TDI,₹ 43.28 Lakh,"41,331 km",Diesel,Kolkata,2025
Tata Nexon XZ+,₹ 12.41 Lakh,"80,629 km",Electric,Lucknow,2020
Nissan Magnite XV,₹ 5.59 Lakh,"85,867 km",Diesel,Mysuru,2021
Audi A4 35 TDI,₹ 15.22 Lakh,"162,213 km",Petrol,Mumbai,2012
Hyundai Creta SX,₹ 4.57 Lakh,"179,720 km",Diesel,Ahmedabad,2013
Tata Altroz XZ,₹ 7.28 Lakh,"136,279 km",Petrol,Thane,2018
Renault Kiger RXZ,₹ 4.25 Lakh,"90,011 km",Diesel,Bangalore,2020
Renault Triber RXZ,₹ 4.09 Lakh,"131,283 km",Petrol,Kolkata,2019
Renault Kiger RXZ,₹ 1.50 Lakh,"167,411 km",Petrol,Hyderabad,2012
Lexus ES 300h,₹ 56.67 Lakh,"75,774 km",Petrol,Jaipur,2022
Honda Jazz VX,₹ 6.36 Lakh,"97,977 km",Hybrid,Kochi,2017
Volvo XC40 Recharge,₹ 50.77 Lakh,"12,737 km",Petrol,Ahmedabad,2025
Renault Kiger RXZ,₹ 8.64 Lakh,"44,267 km",Electric,Jaipur,2024
Ford Endeavour Titanium,₹ 9.83 Lakh,"46,917 km",CNG,Hyderabad,2020
Volvo XC60,₹ 29.02 Lakh,"133,162 km",Petrol,Mysuru,2017
MG Hector Sharp,₹ 8.24 Lakh,"124,052 km",Petrol,Hyderabad,2017
Audi Q3 Premium,₹ 30.78 Lakh,"69,403 km",Electric,Thane,2019
Skoda Kushaq Style,₹ 18.09 Lakh,"64,814 km",Diesel,Jaipur,2023
Ford EcoSport Titanium,₹ 6.05 Lakh,"135,633 km",Petrol,Thane,2015
Audi Q3 Premium,₹ 39.22 Lakh,"30,323 km",Diesel,Kochi,2024
BMW 5 Series 530d,₹ 22.89 Lakh,"151,751 km",Petrol,Mumbai,2014
Maruti Suzuki Baleno Alpha,₹ 2.60 Lakh,"191,708 km",Petrol,Hyderabad,2012
Skoda Superb L&K,₹ 16.15 Lakh,"68,854 km",Petrol,Mumbai,2022
Honda City ZX,₹ 8.90 Lakh,"41,841 km",CNG,Thane,2024
Mahindra XUV700 AX7,₹ 8.74 Lakh,"138,662 km",Petrol,Pune,2015
Kia Sonet GTX,₹ 8.52 Lakh,"143,600 km",CNG,Bangalore,2017
Nissan Magnite XV,₹ 3.11 Lakh,"171,417 km",Petrol,Jaipur,2014
BMW X1 sDrive,₹ 32.57 Lakh,"112,575 km",Petrol,Kolkata,2018
Ford Endeavour Titanium,₹ 2.80 Lakh,"153,604 km",CNG,Mumbai,2012
Mahindra XUV500 W8,₹ 5.24 Lakh,"168,399 km",Diesel,Lucknow,2014
Renault Kiger RXZ,₹ 5.45 Lakh,"94,717 km",Diesel,Jaipur,2017
Jaguar F-Pace,₹ 32.54 Lakh,"136,230 km",Diesel,Chennai,2015
Hyundai i20 Asta,₹ 8.90 Lakh,"65,014 km",Petrol,Chennai,2022
Mercedes-Benz E-Class E220d,₹ 27.62 Lakh,"104,947 km",Petrol,Noida,2014
Renault Kwid Climber,₹ 6.44 Lakh,"62,137 km",Petrol,Bangalore,2022
Toyota Glanza G,₹ 13.08 Lakh,"111,975 km",Diesel,Noida,2020
Volkswagen Polo GT,₹ 10.16 Lakh,"114,973 km",CNG,Lucknow,2017
Tata Harrier XZ,₹ 6.93 Lakh,"79,248 km",Diesel,Hyderabad,2017
BMW 3 Series 320d,₹ 46.26 Lakh,"90,990 km",Petrol,Hyderabad,2022
Toyota Glanza G,₹ 6.53 Lakh,"145,741 km",CNG,Ahmedabad,2013
Renault Kwid Climber,₹ 6.42 Lakh,"124,995 km",Electric,Jaipur,2015
MG Hector Sharp,₹ 8.72 Lakh,"122,742 km",Petrol,Kochi,2016
MG Astor Savvy,₹ 7.17 Lakh,"133,283 km",Petrol,Kolkata,2015
Jaguar XE Prestige,₹ 46.87 Lakh,"110,831 km",CNG,Lucknow,2019
Mahindra Scorpio N Z8,₹ 6.98 Lakh,"131,357 km",CNG,Hyderabad,2016
Lexus NX 350h,₹ 36.65 Lakh,"142,842 km",Diesel,Mysuru,2015
Renault Kwid Climber,₹ 8.47 Lakh,"36,900 km",Petrol,Mumbai,2024
Skoda Superb L&K,₹ 7.25 Lakh,"158,862 km",CNG,Mumbai,2012
Maruti Suzuki Baleno Alpha,₹ 3.12 Lakh,"147,147 km",Petrol,Mumbai,2016
Nissan Magnite XV,₹ 5.37 Lakh,"129,853 km",Petrol,Jaipur,2018
Ford EcoSport Titanium,₹ 9.94 Lakh,"73,079 km",Diesel,Bangalore,2021
Lexus ES 300h,₹ 52.96 Lakh,"101,754 km",Petrol,Delhi,2021
Ford EcoSport Titanium,₹ 3.28 Lakh,"181,126 km",Petrol,Ahmedabad,2013
MG ZS EV,₹ 12.51 Lakh,"96,288 km",Petrol,Kochi,2020
Toyota Fortuner 4x2,₹ 18.23 Lakh,"3,000 km",Petrol,Hyderabad,2025
MG ZS EV,₹ 4.68 Lakh,"166,945 km",Petrol,Mumbai,2013
Volkswagen Virtus GT,₹ 4.15 Lakh,"179,861 km",Diesel,Pune,2012
Ford EcoSport Titanium,₹ 11.94 Lakh,"63,321 km",Petrol,Chennai,2022
Jeep Compass Limited,₹ 19.45 Lakh,"86,211 km",Petrol,Mumbai,2018
Nissan Magnite XV,₹ 6.35 Lakh,"44,563 km",Petrol,Jaipur,2024
Lexus NX 350h,₹ 60.03 Lakh,"32,572 km",Petrol,Hyderabad,2023
Lexus ES 300h,₹ 63.29 Lakh,"34,761 km",Petrol,Kochi,2023
Audi Q5 quattro,₹ 36.86 Lakh,"38,749 km",Petrol,Kochi,2022
Ford Endeavour Titanium,₹ 6.52 Lakh,"186,016 km",CNG,Mysuru,2015
Nissan Magnite XV,₹ 7.59 Lakh,"91,208 km",Petrol,Jaipur,2023
Ford EcoSport Titanium,₹ 10.85 Lakh,"77,266 km",Diesel,Jaipur,2022
Lexus NX 350h,₹ 39.12 Lakh,"147,122 km",Diesel,Noida,2016
Mahindra XUV700 AX7,₹ 14.40 Lakh,"22,943 km",Diesel,Noida,2024
Tata Punch Creative,₹ 5.89 Lakh,"137,223 km",Diesel,Mumbai,2015
Hyundai i20 Asta,₹ 7.86 Lakh,"96,814 km",Petrol,Lucknow,2018
Toyota Urban Cruiser,₹ 8.00 Lakh,"148,879 km",Petrol,Jaipur,2014
Mercedes-Benz E-Class E220d,₹ 43.15 Lakh,"77,311 km",Diesel,Chennai,2019
Toyota Urban Cruiser,₹ 13.07 Lakh,"26,089 km",Diesel,Mumbai,2022
Mahindra Scorpio N Z8,₹ 11.23 Lakh,"98,369 km",Diesel,Hyderabad,2019
Mercedes-Benz E-Class E220d,₹ 54.17 Lakh,"31,498 km",Petrol,Thane,2024
Skoda Superb L&K,₹ 13.19 Lakh,"84,315 km",Petrol,Pune,2020
Volkswagen Taigun GT,₹ 5.66 Lakh,"145,270 km",Petrol,Mumbai,2013
Skoda Superb L&K,₹ 18.61 Lakh,"30,693 km",Petrol,Bangalore,2024
Nissan Magnite XV,₹ 2.26 Lakh,"174,488 km",Petrol,Jaipur,2012
Volkswagen Taigun GT,₹ 6.45 Lakh,"127,357 km",Petrol,Thane,2015
Lexus ES 300h,₹ 67.18 Lakh,"17,880 km",Diesel,Pune,2025
Audi Q3 Premium,₹ 30.25 Lakh,"89,122 km",Diesel,Kolkata,2018
Maruti Suzuki Swift VXi,₹ 5.69 Lakh,"31,212 km",Diesel,Ahmedabad,2021
BMW 3 Series 320d,₹ 22.05 Lakh,"149,650 km",Petrol,Kolkata,2013
Maruti Suzuki Baleno Alpha,₹ 9.66 Lakh,"52,915 km",Electric,Chennai,2023
Nissan Magnite XV,₹ 1.20 Lakh,"187,394 km",Petrol,Lucknow,2013
Maruti Suzuki Swift VXi,₹ 5.50 Lakh,"119,603 km",Diesel,Bangalore,2019
Kia Carens Prestige,₹ 8.60 Lakh,"133,856 km",Diesel,Bangalore,2017
Jeep Compass Limited,₹ 18.58 Lakh,"120,881 km",Petrol,Pune,2018
Maruti Suzuki Baleno Alpha,₹ 4.21 Lakh,"48,678 km",Petrol,Chennai,2020
Nissan Magnite XV,₹ 7.34 Lakh,"72,489 km",Diesel,Ahmedabad,2022
Skoda Kushaq Style,₹ 8.61 Lakh,"124,231 km",CNG,Mysuru,2015
Volvo XC60,₹ 29.78 Lakh,"131,748 km",Diesel,Pune,2016
Jaguar XE Prestige,₹ 42.30 Lakh,"123,623 km",Electric,Pune,2017
Volvo XC40 Recharge,₹ 42.86 Lakh,"37,271 km",Petrol,Thane,2023
MG Astor Savvy,₹ 9.60 Lakh,"150,428 km",Petrol,Hyderabad,2016
Jaguar F-Pace,₹ 41.50 Lakh,"123,916 km",CNG,Bangalore,2018
Toyota Glanza G,₹ 7.75 Lakh,"146,228 km",CNG,Delhi,2014
BMW 3 Series 320d,₹ 18.95 Lakh,"198,407 km",CNG,Kolkata,2012
Skoda Slavia Style,₹ 14.56 Lakh,"71,178 km",CNG,Mumbai,2020
Kia Carens Prestige,₹ 5.15 Lakh,"154,200 km",Petrol,Bangalore,2013
Volkswagen Polo GT,₹ 11.98 Lakh,"96,585 km",Diesel,Mumbai,2019
Mahindra XUV700 AX7,₹ 7.42 Lakh,"161,731 km",Petrol,Thane,2014
Volvo XC40 Recharge,₹ 29.10 Lakh,"117,135 km",Electric,Pune,2016
MG Astor Savvy,₹ 5.41 Lakh,"173,088 km",Petrol,Jaipur,2012
Honda Amaze VX,₹ 6.50 Lakh,"103,260 km",Petrol,Mumbai,2019
Nissan Magnite XV,₹ 6.19 Lakh,"182,349 km",Electric,Jaipur,2012
Mercedes-Benz C-Class C200,₹ 32.76 Lakh,"121,907 km",Diesel,Bangalore,2016
Honda Amaze VX,₹ 5.57 Lakh,"91,134 km",Diesel,Mysuru,2019
Mahindra Thar LX,₹ 9.23 Lakh,"145,021 km",Diesel,Mysuru,2016
MG ZS EV,₹ 9.75 Lakh,"153,824 km",Hybrid,Pune,2016
Mahindra Scorpio N Z8,₹ 4.68 Lakh,"182,918 km",Petrol,Pune,2012
MG Astor Savvy,₹ 13.66 Lakh,"40,301 km",CNG,Mysuru,2023
Volvo XC60,₹ 21.64 Lakh,"172,541 km",Diesel,Delhi,2013
Audi A4 35 TDI,₹ 14.41 Lakh,"200,954 km",Petrol,Kochi,2012
Renault Kwid Climber,₹ 2.76 Lakh,"123,834 km",Diesel,Kochi,2017
Tata Harrier XZ,₹ 5.23 Lakh,"143,884 km",CNG,Chennai,2017
Toyota Glanza G,₹ 7.26 Lakh,"142,805 km",Petrol,Kolkata,2015
Volvo XC40 Recharge,₹ 32.05 Lakh,"107,444 km",Diesel,Noida,2017
Skoda Kushaq Style,₹ 15.15 Lakh,"84,164 km",Petrol,Mumbai,2020
Volvo XC40 Recharge,₹ 18.78 Lakh,"208,932 km",Diesel,Mysuru,2013
MG Hector Sharp,₹ 15.37 Lakh,"38,088 km",Petrol,Lucknow,2024
Maruti Suzuki Brezza ZXi,₹ 3.07 Lakh,"99,837 km",Diesel,Delhi,2018
Jaguar XE Prestige,₹ 33.85 Lakh,"135,896 km",Petrol,Mysuru,2015
Hyundai Venue SX,₹ 4.80 Lakh,"124,288 km",Petrol,Thane,2013
Tata Punch Creative,₹ 6.92 Lakh,"88,022 km",Petrol,Mysuru,2017
Tata Harrier XZ,₹ 7.52 Lakh,"135,259 km",Petrol,Delhi,2017
Mahindra XUV500 W8,₹ 5.56 Lakh,"147,204 km",Diesel,Mysuru,2014
Kia Seltos HTX,₹ 15.99 Lakh,"34,032 km",Hybrid,Mysuru,2022
Hyundai Verna SX,₹ 8.52 Lakh,"124,916 km",Diesel,Delhi,2020
Honda Amaze VX,₹ 10.93 Lakh,"3,000 km",Diesel,Delhi,2025
Renault Triber RXZ,₹ 2.86 Lakh,"129,367 km",CNG,Kolkata,2014
BMW 3 Series 320d,₹ 33.68 Lakh,"150,031 km",Electric,Kochi,2016
Jaguar XE Prestige,₹ 44.13 Lakh,"68,695 km",Petrol,Jaipur,2018
Skoda Superb L&K,₹ 16.14 Lakh,"27,376 km",Petrol,Mysuru,2021
Volkswagen Virtus GT,₹ 7.70 Lakh,"133,404 km",Petrol,Kolkata,2015
BMW X1 sDrive,₹ 46.58 Lakh,"62,440 km",Diesel,Ahmedabad,2022
Ford Endeavour Titanium,₹ 12.24 Lakh,"102,304 km",Electric,Hyderabad,2018
Ford Endeavour Titanium,₹ 14.55 Lakh,"28,866 km",Diesel,Delhi,2024
BMW 5 Series 530d,₹ 33.45 Lakh,"120,325 km",Diesel,Kolkata,2018
Honda Jazz VX,₹ 7.56 Lakh,"120,000 km",Petrol,Delhi,2018
Tata Altroz XZ,₹ 6.86 Lakh,"85,269 km",Diesel,Mysuru,2018
Kia Carens Prestige,₹ 11.90 Lakh,"90,360 km",Petrol,Chennai,2022
Mahindra Scorpio N Z8,₹ 6.85 Lakh,"162,639 km",Petrol,Lucknow,2014
Nissan Magnite XV,₹ 4.60 Lakh,"78,649 km",Diesel,Thane,2019
Tata Altroz XZ,₹ 7.59 Lakh,"115,438 km",Petrol,Lucknow,2020
MG Astor Savvy,₹ 14.80 Lakh,"74,987 km",Petrol,Delhi,2021
Mercedes-Benz GLA 200,₹ 39.83 Lakh,"93,262 km",Petrol,Mysuru,2018
Honda Jazz VX,₹ 7.19 Lakh,"92,454 km",Petrol,Kochi,2019
Nissan Magnite XV,₹ 7.37 Lakh,"72,996 km",Diesel,Pune,2022
Maruti Suzuki Swift VXi,₹ 8.16 Lakh,"28,912 km",Petrol,Chennai,2025
Mahindra Thar LX,₹ 6.82 Lakh,"172,138 km",Electric,Kolkata,2012
Volkswagen Virtus GT,₹ 6.63 Lakh,"121,877 km",Petrol,Ahmedabad,2015
Jaguar F-Pace,₹ 50.91 Lakh,"45,660 km",Diesel,Chennai,2022
Volvo XC60,₹ 44.52 Lakh,"96,021 km",Diesel,Kolkata,2022
Volkswagen Taigun GT,₹ 7.09 Lakh,"176,267 km",CNG,Kolkata,2014
Volvo XC60,₹ 21.35 Lakh,"163,943 km",Petrol,Chennai,2014
Skoda Slavia Style,₹ 15.52 Lakh,"101,122 km",Petrol,Ahmedabad,2021
Renault Triber RXZ,₹ 1.95 Lakh,"148,692 km",Petrol,Thane,2014
Audi Q3 Premium,₹ 16.04 Lakh,"203,543 km",Diesel,Pune,2013
BMW 5 Series 530d,₹ 19.09 Lakh,"177,233 km",Petrol,Lucknow,2013
Ford EcoSport Titanium,₹ 5.28 Lakh,"191,754 km",Petrol,Noida,2014
Volvo XC60,₹ 45.74 Lakh,"49,914 km",Diesel,Ahmedabad,2024
Toyota Fortuner 4x2,₹ 11.61 Lakh,"102,293 km",Diesel,Bangalore,2019
Jaguar F-Pace,₹ 38.55 Lakh,"104,382 km",Hybrid,Delhi,2017
Lexus NX 350h,₹ 67.65 Lakh,"11,823 km",CNG,Delhi,2025
Tata Harrier XZ,₹ 11.31 Lakh,"5,562 km",Diesel,Lucknow,2024
Nissan Magnite XV,₹ 6.82 Lakh,"53,632 km",Petrol,Lucknow,2024
Mahindra Thar LX,₹ 12.07 Lakh,"71,333 km",Petrol,Jaipur,2022
Jeep Compass Limited,₹ 23.26 Lakh,"75,442 km",Petrol,Thane,2020
Jaguar F-Pace,₹ 43.60 Lakh,"112,532 km",Diesel,Jaipur,2018
Mahindra XUV500 W8,₹ 12.95 Lakh,"86,333 km",CNG,Hyderabad,2022
Skoda Slavia Style,₹ 15.50 Lakh,"86,798 km",Petrol,Chennai,2023
Nissan Magnite XV,₹ 7.79 Lakh,"38,185 km",Petrol,Thane,2023
Mercedes-Benz E-Class E220d,₹ 48.45 Lakh,"72,946 km",Petrol,Jaipur,2021
Honda Jazz VX,₹ 1.41 Lakh,"190,471 km",Diesel,Delhi,2012
Ford EcoSport Titanium,₹ 3.04 Lakh,"148,484 km",Petrol,Noida,2012
Audi Q5 quattro,₹ 32.71 Lakh,"90,027 km",Diesel,Bangalore,2020
Toyota Urban Cruiser,₹ 10.25 Lakh,"130,432 km",Hybrid,Noida,2015
Kia Carens Prestige,₹ 14.68 Lakh,"74,623 km",CNG,Chennai,2024
Jaguar XE Prestige,₹ 34.03 Lakh,"142,758 km",Diesel,Ahmedabad,2015
Volkswagen Polo GT,₹ 5.43 Lakh,"161,748 km",Diesel,Ahmedabad,2013
